query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_000156055.1	GCF_008151785.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP036523.1_rrna_64	100.0	0.9998934720953286
GCF_000156055.1	GCF_008151785.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP036523.1_rrna_85	100.0	0.9998934720953286
GCF_000156055.1	GCF_016694795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP066811.1_rrna_4	100.0	0.9594088196348401
GCF_000156055.1	GCF_016694795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP066811.1_rrna_90	100.0	0.9594088196348401
GCF_000156055.1	GCF_008151785.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP036523.1_rrna_112	99.9	0.9998934720953286
GCF_000156055.1	GCF_008151785.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP036523.1_rrna_117	99.9	0.9998934720953286
GCF_000156055.1	GCF_008151785.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP036523.1_rrna_120	99.9	0.9998934720953286
GCF_000156055.1	GCF_008151785.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP036523.1_rrna_123	99.9	0.9998934720953286
GCF_000156055.1	GCF_016694795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP066811.1_rrna_9	99.9	0.9594088196348401
GCF_000156055.1	GCF_016694795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP066811.1_rrna_56	99.9	0.9594088196348401
GCF_000156055.1	GCF_016694795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP066811.1_rrna_68	99.9	0.9594088196348401
GCF_000156055.1	GCF_016694795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP066811.1_rrna_72	99.9	0.9594088196348401
GCF_000156055.1	GCF_016694795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP066811.1_rrna_100	99.9	0.9594088196348401
GCF_000156055.1	GCF_003478825.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_QUGE01000004.1_rrna_16	99.9	0.957029800884988
GCF_000156055.1	GCF_008151785.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP036523.1_rrna_56	99.8	0.9998934720953286
GCF_000156055.1	GCF_016694795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP066811.1_rrna_121	99.8	0.9594088196348401
GCF_000156055.1	GCF_008151785.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP036523.1_rrna_4	99.7	0.9998934720953286
GCF_000156055.1	GCF_008151785.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP036523.1_rrna_51	99.7	0.9998934720953286
GCF_000156055.1	GCF_016694795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CP066811.1_rrna_76	99.7	0.9594088196348401
GCF_000156055.1	GCF_006861675.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_SGJB01000028.1_rrna_23	96.6	0.8510331558899868
GCF_000156055.1	GCF_000373865.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_KB892629.1_rrna_44	96.1	0.8298033051271321
GCF_000156055.1	GCF_000439105.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_AUUB01000009.1_rrna_65	96.1	0.8308512890833745
GCF_000156055.1	GCF_001406775.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CZAH01000001.1_rrna_4	96.0	0.8333056311291127
GCF_000156055.1	GCF_005845095.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_SPHR01000017.1_rrna_12	96.0	0.8315760921873496
GCF_000156055.1	GCF_902362795.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_CABIXZ010000002.1_rrna_9	96.0	0.835334901572366
GCF_000156055.1	GCF_000154445.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_DS499568.1_rrna_3	96.0	0.8370534761640562
GCF_000156055.1	GCF_000154445.1	lcl|NZ_DS995692.1_rrna_35	lcl|NZ_DS499553.1_rrna_62	96.0	0.8370534761640562
