query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_006742205.1	GCF_001469315.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_LNUS01000001.1_rrna_65	100.0	0.9954880142668258
GCF_006742205.1	GCF_001473265.2	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_LORL02000003.1_rrna_2	100.0	0.9927307037723742
GCF_006742205.1	GCF_001659165.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_LYSJ01000047.1_rrna_69	100.0	0.995707349810907
GCF_006742205.1	GCF_002085695.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_CP020463.1_rrna_4	100.0	0.9952849924917537
GCF_006742205.1	GCF_002954055.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_CP014132.1_rrna_84	100.0	0.9936179958528062
GCF_006742205.1	GCF_003856395.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_CP034111.1_rrna_29	100.0	0.9928073280783745
GCF_006742205.1	GCF_003856455.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_CP034115.1_rrna_29	100.0	0.992624464539085
GCF_006742205.1	GCF_007666985.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_VDQE01000031.1_rrna_29	100.0	0.9840714340063624
GCF_006742205.1	GCF_007667855.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_VDRX01000042.1_rrna_34	100.0	0.9954366614720284
GCF_006742205.1	GCF_011306595.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_CP043777.1_rrna_30	100.0	0.9953560837237289
GCF_006742205.1	GCF_011307595.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_CP043796.1_rrna_2	100.0	0.9951907898306374
GCF_006742205.1	GCF_011307715.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_CP043804.1_rrna_45	100.0	0.9962255599012095
GCF_006742205.1	GCF_016727385.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_CP068136.1_rrna_25	100.0	0.9945134209742658
GCF_006742205.1	GCF_900458535.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_UHDG01000001.1_rrna_3	100.0	0.996555011105184
GCF_006742205.1	GCF_900458575.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_UHDC01000001.1_rrna_4	100.0	0.9948068890570676
GCF_006742205.1	GCF_900458605.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_UHDF01000003.1_rrna_4	100.0	0.9999261721998768
GCF_006742205.1	GCF_900458655.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_UHDE01000003.1_rrna_62	100.0	0.9969400229265631
GCF_006742205.1	GCF_000751035.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_HG813242.1_rrna_62	100.0	0.9964535051826786
GCF_006742205.1	GCF_001076235.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_JVTC01000100.1_rrna_16	99.9	0.9956185078951986
GCF_006742205.1	GCF_001658565.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_LYQC01000049.1_rrna_68	99.9	0.9957834660022169
GCF_006742205.1	GCF_001069845.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_JWGH01000129.1_rrna_20	99.9	0.9956507505759364
GCF_006742205.1	GCF_009897505.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_SHFK01000044.1_rrna_63	99.9	0.9957839239486731
GCF_006742205.1	GCF_008922945.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_WBRL01000053.1_rrna_36	99.9	0.9941531969598008
GCF_006742205.1	GCF_008726255.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_VYVG01000054.1_rrna_66	99.9	0.9962828179152919
GCF_006742205.1	GCF_006337205.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_CP040867.1_rrna_63	99.9	0.9930366429511404
GCF_006742205.1	GCF_002750335.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_PEIY01000031.1_rrna_47	99.9	0.9952417759156352
GCF_006742205.1	GCF_009896975.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_SHEL01000040.1_rrna_64	99.9	0.9957130407468521
GCF_006742205.1	GCF_001622805.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_LWBE01000040.1_rrna_29	99.9	0.9957124697591911
GCF_006742205.1	GCF_003035345.1	lcl|NZ_AP019721.1_rrna_4	lcl|NZ_PYZC01000069.1_rrna_70	99.9	0.9954436664275631
