query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_008728435.1	GCF_000730485.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_JNHS01000026.1_rrna_14	100.0	0.9995911163724454
GCF_008728435.1	GCF_001469555.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012350.1_rrna_12	100.0	0.9956319184840092
GCF_008728435.1	GCF_001469595.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012351.1_rrna_11	100.0	0.9916464034308274
GCF_008728435.1	GCF_001469615.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012352.1_rrna_11	100.0	0.9981801033435599
GCF_008728435.1	GCF_001469635.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012353.1_rrna_11	100.0	0.9996344354517455
GCF_008728435.1	GCF_001469655.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012354.1_rrna_11	100.0	0.999696219329644
GCF_008728435.1	GCF_001660855.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCJ01000015.1_rrna_13	100.0	0.9996849895715818
GCF_008728435.1	GCF_001660865.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCI01000004.1_rrna_12	100.0	0.9996085600255041
GCF_008728435.1	GCF_001660875.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCL01000007.1_rrna_13	100.0	0.998219738487676
GCF_008728435.1	GCF_001660885.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCK01000120.1_rrna_43	100.0	0.9997124840563043
GCF_008728435.1	GCF_001660945.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCN01000040.1_rrna_17	100.0	0.9997067188633871
GCF_008728435.1	GCF_001660955.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCR01000019.1_rrna_36	100.0	0.9995586165308791
GCF_008728435.1	GCF_001660965.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCP01000007.1_rrna_3	100.0	0.9994933865704956
GCF_008728435.1	GCF_001661015.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCQ01000017.1_rrna_15	100.0	0.9996582555521354
GCF_008728435.1	GCF_001661025.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCO01000014.1_rrna_17	100.0	0.9995376655098874
GCF_008728435.1	GCF_001750525.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MAVU01000004.1_rrna_5	100.0	0.9956865264067958
GCF_008728435.1	GCF_001750545.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MAUW01000003.1_rrna_20	100.0	0.9996229168071308
GCF_008728435.1	GCF_001750555.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MAUY01000004.1_rrna_26	100.0	0.9996522912199715
GCF_008728435.1	GCF_002572615.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MVCE01000011.1_rrna_52	100.0	0.9995580057866932
GCF_008728435.1	GCF_002572695.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MVCJ01000011.1_rrna_52	100.0	0.9996085244803364
GCF_008728435.1	GCF_002572775.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MVCM01000009.1_rrna_52	100.0	0.9996893603512235
GCF_008728435.1	GCF_002775655.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_NJNN01000011.1_rrna_52	100.0	0.9994588537141561
