query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_003324185.1	GCF_009679855.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQA01000009.1_rrna_68	100.0	0.9686115233367213
GCF_003324185.1	GCF_009679865.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQB01000057.1_rrna_54	100.0	0.9685809779409564
GCF_003324185.1	GCF_009679895.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQD01000068.1_rrna_65	100.0	0.9686833323341926
GCF_003324185.1	GCF_009679905.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQC01000009.1_rrna_67	100.0	0.9683956442338915
GCF_003324185.1	GCF_009679915.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQE01000054.1_rrna_61	100.0	0.9686150467987588
GCF_003324185.1	GCF_009679955.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQG01000008.1_rrna_68	100.0	0.9686482423644752
GCF_003324185.1	GCF_009679995.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQI01000010.1_rrna_1	100.0	0.9683932451352426
GCF_003324185.1	GCF_009680005.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQH01000075.1_rrna_66	100.0	0.9682288930297203
GCF_003324185.1	GCF_009679335.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKPA01000043.1_rrna_13	100.0	0.9498752814445278
GCF_003324185.1	GCF_009881475.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WWVK01000151.1_rrna_21	100.0	0.9429219281441807
GCF_003324185.1	GCF_002549935.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_NMTV01000016.1_rrna_74	99.9	0.9660844431352444
GCF_003324185.1	GCF_003434015.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_QVEW01000001.1_rrna_1	99.9	0.9653401034126486
GCF_003324185.1	GCF_902373685.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABKNH010000022.1_rrna_77	99.9	0.968837141483484
GCF_003324185.1	GCF_009679795.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKPZ01000008.1_rrna_74	99.9	0.9685056345397546
GCF_003324185.1	GCF_009679965.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQF01000008.1_rrna_68	99.9	0.9687365935432701
GCF_003324185.1	GCF_000154385.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_DS483482.1_rrna_77	99.9	0.968837141483484
GCF_003324185.1	GCF_003324115.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_PXUQ01000053.1_rrna_60	99.9	0.9999259588576945
GCF_003324185.1	GCF_003433905.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_QVES01000023.1_rrna_40	99.8	0.9666862295904738
GCF_003324185.1	GCF_003287475.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_PRLF01000053.1_rrna_59	99.8	0.9679333316454993
GCF_003324185.1	GCF_902373685.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABKNH010000014.1_rrna_68	99.8	0.968837141483484
GCF_003324185.1	GCF_902373685.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABKNH010000024.1_rrna_81	99.8	0.968837141483484
GCF_003324185.1	GCF_000154385.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_DS483490.1_rrna_68	99.8	0.968837141483484
GCF_003324185.1	GCF_000154385.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_DS483480.1_rrna_81	99.8	0.968837141483484
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_83	99.7	0.9679789082139426
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_75	99.7	0.9679789082139426
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_80	99.7	0.9679789082139426
GCF_003324185.1	GCF_002550015.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_NMTZ01000006.1_rrna_20	99.6	0.9537792933834602
GCF_003324185.1	GCF_902373685.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABKNH010000004.1_rrna_35	99.5	0.968837141483484
GCF_003324185.1	GCF_000154385.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_DS483500.1_rrna_35	99.5	0.968837141483484
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_42	99.5	0.9679789082139426
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_18	99.4	0.9679789082139426
GCF_003324185.1	GCF_009680085.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQM01000092.1_rrna_72	99.4	0.9647876658447554
GCF_003324185.1	GCF_002549945.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_NMTW01000017.1_rrna_45	99.3	0.9668712786880579
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_60	99.3	0.9679789082139426
GCF_003324185.1	GCF_009679755.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKPV01000006.1_rrna_62	99.3	0.9671710258384993
GCF_003324185.1	GCF_009679815.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKPX01000021.1_rrna_26	99.3	0.9675580013149566
GCF_003324185.1	GCF_004167405.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_RCYJ01000084.1_rrna_65	99.2	0.9675151954272834
GCF_003324185.1	GCF_009679775.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKPW01000042.1_rrna_45	99.2	0.9676974221669292
GCF_003324185.1	GCF_009680015.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQJ01000016.1_rrna_16	99.2	0.9674770459834533
GCF_003324185.1	GCF_009680055.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQL01000030.1_rrna_41	99.2	0.9673514339043604
GCF_003324185.1	GCF_009680075.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQK01000007.1_rrna_63	99.2	0.9672452539759877
GCF_003324185.1	GCF_003482185.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_QULS01000002.1_rrna_29	99.1	0.9526977633152247
GCF_003324185.1	GCF_003465525.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_QSAW01000007.1_rrna_65	98.9	0.9637333832014531
GCF_003324185.1	GCF_002550045.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_NOUW01000010.1_rrna_1	98.9	0.880680058959651
GCF_003324185.1	GCF_001406255.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CYXN01000059.1_rrna_64	98.9	0.9529615595660383
GCF_003324185.1	GCF_003434135.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_QVFB01000003.1_rrna_46	98.8	0.9668156269760267
GCF_003324185.1	GCF_002549775.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_NMTR01000005.1_rrna_21	98.7	0.8818819653067158
GCF_003324185.1	GCF_009680105.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQN01000004.1_rrna_39	98.6	0.8846752862992927
GCF_003324185.1	GCF_902497395.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABVEO010000002.1_rrna_63	98.6	0.882148790297218
GCF_003324185.1	GCF_009679805.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKPY01000007.1_rrna_72	98.6	0.9675509448732499
GCF_003324185.1	GCF_902373685.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABKNH010000006.1_rrna_48	98.6	0.968837141483484
