query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_004295125.1	GCF_013304105.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_JAAISO010000003.1_rrna_35	100.0	0.9961391695518862
GCF_004295125.1	GCF_013304115.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_JAAISP010000067.1_rrna_57	100.0	0.9961371811786178
GCF_004295125.1	GCF_902373645.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CABKNF010000029.1_rrna_47	100.0	0.9998977168909159
GCF_004295125.1	GCF_000154505.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_DS499690.1_rrna_48	100.0	0.9998977168909159
GCF_004295125.1	GCF_009684695.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CP045695.1_rrna_2	99.9	0.9958084601427926
GCF_004295125.1	GCF_009696415.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_VUMB01000098.1_rrna_60	99.9	0.9957763946592014
GCF_004295125.1	GCF_902373645.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CABKNF010000034.1_rrna_66	99.9	0.9998977168909159
GCF_004295125.1	GCF_000154505.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_DS499685.1_rrna_68	99.9	0.9998977168909159
GCF_004295125.1	GCF_000471845.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_BAHS01000094.1_rrna_1	99.7	0.9549877296956801
GCF_004295125.1	GCF_013304085.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_JAAISN010000017.1_rrna_15	98.7	0.9557179684129673
GCF_004295125.1	GCF_001404875.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CZAY01000008.1_rrna_33	95.3	0.8475071599742825
GCF_004295125.1	GCF_003475365.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_QRQE01000022.1_rrna_23	95.3	0.88636597047812
GCF_004295125.1	GCF_013303245.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_JAAIRA010000119.1_rrna_4	95.3	0.8644686257900567
GCF_004295125.1	GCF_013303325.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_JAAIQZ010000118.1_rrna_4	95.3	0.8640401349901085
GCF_004295125.1	GCF_013303425.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_JAAIRG010000126.1_rrna_4	95.3	0.8641535351441012
