query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_000164675.2	GCF_900459355.1	lcl|NC_015678.1_rrna_1	lcl|NZ_UHFZ01000003.1_rrna_2	100.0	0.9997887362116789
GCF_000164675.2	GCF_902362475.1	lcl|NC_015678.1_rrna_1	lcl|NZ_CABIWQ010000003.1_rrna_28	100.0	0.9998574237216911
GCF_000164675.2	GCF_001074855.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JUPF01000176.1_rrna_23	99.9	0.9684772207377582
GCF_000164675.2	GCF_902829395.1	lcl|NC_015678.1_rrna_1	lcl|NZ_CADEPZ010000031.1_rrna_64	99.9	0.9710179899815274
GCF_000164675.2	GCF_000963285.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JYPA01000006.1_rrna_22	99.9	0.969347830141176
GCF_000164675.2	GCF_015669175.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JADOZU010000036.1_rrna_21	99.9	0.9699070119604257
GCF_000164675.2	GCF_000262145.1	lcl|NC_015678.1_rrna_1	lcl|NC_017905.1_rrna_2	99.9	0.9696220127112072
GCF_000164675.2	GCF_015551785.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JADNDJ010000061.1_rrna_44	99.9	0.966698269098807
GCF_000164675.2	GCF_001071155.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JVGP01000017.1_rrna_25	99.8	0.9679106892460361
GCF_000164675.2	GCF_002860845.1	lcl|NC_015678.1_rrna_1	lcl|NZ_PKIC01000005.1_rrna_32	99.8	0.9663347789944067
GCF_000164675.2	GCF_000260695.1	lcl|NC_015678.1_rrna_1	lcl|NZ_AJMV01000090.1_rrna_24	99.8	0.9701668959675344
GCF_000164675.2	GCF_000262145.1	lcl|NC_015678.1_rrna_1	lcl|NC_017905.1_rrna_24	99.8	0.9696220127112072
GCF_000164675.2	GCF_015550715.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JADNBF010000056.1_rrna_26	99.8	0.9694150268844433
GCF_000164675.2	GCF_001070915.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JVKT01000028.1_rrna_10	99.7	0.9683503320874943
GCF_000164675.2	GCF_001588805.1	lcl|NC_015678.1_rrna_1	lcl|NZ_LAWB01000049.1_rrna_28	99.7	0.9700000162910583
GCF_000164675.2	GCF_015555385.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JADNKG010000053.1_rrna_29	99.7	0.9661328136780934
GCF_000164675.2	GCF_000262145.1	lcl|NC_015678.1_rrna_1	lcl|NC_017905.1_rrna_50	99.7	0.9696220127112072
GCF_000164675.2	GCF_000963285.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JYPA01000001.1_rrna_5	99.6	0.969347830141176
GCF_000164675.2	GCF_001074295.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JUTV01000171.1_rrna_30	99.6	0.9688806790674885
GCF_000164675.2	GCF_003943615.1	lcl|NC_015678.1_rrna_1	lcl|NZ_RJPZ01000011.1_rrna_55	99.5	0.8788550423007271
GCF_000164675.2	GCF_001076955.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JVCY01000042.1_rrna_29	99.5	0.9417086624734732
GCF_000164675.2	GCF_001812015.1	lcl|NC_015678.1_rrna_1	lcl|NZ_KV807480.1_rrna_3	99.5	0.945625637380636
GCF_000164675.2	GCF_003603595.1	lcl|NC_015678.1_rrna_1	lcl|NZ_QTNK01000005.1_rrna_37	99.5	0.8844908885539053
