query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_900537995.1	GCF_001406435.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CYXZ01000084.1_rrna_72	99.9	0.986690112153552
GCF_900537995.1	GCF_003471045.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QRID01000024.1_rrna_39	99.9	0.9841526643945048
GCF_900537995.1	GCF_003474885.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QRPI01000065.1_rrna_60	99.9	0.9867903440967567
GCF_900537995.1	GCF_009718345.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_WNAJ01000071.1_rrna_68	99.9	0.9866698026489961
GCF_900537995.1	GCF_902362885.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CABIYH010000084.1_rrna_72	99.9	0.986690112153552
GCF_900537995.1	GCF_015555785.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADNLD010000133.1_rrna_13	99.9	0.9872665264412822
GCF_900537995.1	GCF_003467725.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QSHO01000052.1_rrna_63	99.9	0.984162123817626
GCF_900537995.1	GCF_009759525.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_WGGT01000066.1_rrna_96	99.9	0.9839648508929362
GCF_900537995.1	GCF_015554785.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADNJF010000075.1_rrna_65	99.9	0.9876567012457594
GCF_900537995.1	GCF_000156535.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_GG692727.1_rrna_48	99.8	0.9997433266050016
GCF_900537995.1	GCF_003475515.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QRQN01000031.1_rrna_39	99.7	0.9843645369321692
GCF_900537995.1	GCF_013300445.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JAAILV010000105.1_rrna_1	99.7	0.9877024955027469
GCF_900537995.1	GCF_014287515.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JACOPI010000012.1_rrna_28	98.4	0.9093416166107051
GCF_900537995.1	GCF_003470905.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QRHS01000062.1_rrna_64	98.4	0.9095280692472638
GCF_900537995.1	GCF_902387955.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_LR699011.1_rrna_67	98.1	0.8996861533863053
