query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_014131755.1	GCF_000159875.2	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JH636029.1_rrna_4	100.0	0.989925079331544
GCF_014131755.1	GCF_001049535.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_CVOY01000011.1_rrna_19	100.0	0.9842289590834898
GCF_014131755.1	GCF_001049535.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_CVOY01000134.1_rrna_91	100.0	0.9842289590834898
GCF_014131755.1	GCF_002959695.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_PUEO01000011.1_rrna_4	100.0	0.9999235433992888
GCF_014131755.1	GCF_003464695.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_QRZK01000041.1_rrna_49	100.0	0.9844604204764125
GCF_014131755.1	GCF_003469685.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_QSLC01000031.1_rrna_58	100.0	0.9845897115470197
GCF_014131755.1	GCF_003474715.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_QROV01000011.1_rrna_11	100.0	0.9850752937386992
GCF_014131755.1	GCF_009025475.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_WCID01000070.1_rrna_72	100.0	0.990095856699584
GCF_014131755.1	GCF_012151035.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_AP022660.1_rrna_79	100.0	0.9830414807586965
GCF_014131755.1	GCF_015548265.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JADMWQ010000050.1_rrna_52	100.0	0.9827163735013564
GCF_014131755.1	GCF_015554205.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JADNIB010000507.1_rrna_50	100.0	0.9841227326003
GCF_014131755.1	GCF_015555485.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JADNKL010000076.1_rrna_66	100.0	0.99034659173917
GCF_014131755.1	GCF_015556535.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JADNMN010000210.1_rrna_35	100.0	0.9834097725203211
GCF_014131755.1	GCF_900445595.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_UAQJ01000030.1_rrna_15	100.0	0.9999399811123585
GCF_014131755.1	GCF_900109965.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_FOBY01000028.1_rrna_59	100.0	0.9830673144790335
GCF_014131755.1	GCF_900624795.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_UYXG01000056.1_rrna_81	100.0	0.9848321582591991
GCF_014131755.1	GCF_000403155.2	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_KE159459.1_rrna_44	100.0	0.9830707002663766
GCF_014131755.1	GCF_003434395.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_QTLF01000064.1_rrna_56	100.0	0.985296452099373
GCF_014131755.1	GCF_001405895.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_CZAP01000045.1_rrna_70	99.9	0.9830748806828362
GCF_014131755.1	GCF_003472055.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_QRKS01000027.1_rrna_40	99.9	0.98545364916797
GCF_014131755.1	GCF_001578565.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_KQ968231.1_rrna_22	99.9	0.9858275086245688
GCF_014131755.1	GCF_002959695.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_PUEO01000004.1_rrna_79	99.9	0.9999235433992888
GCF_014131755.1	GCF_015556465.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JADNML010000053.1_rrna_48	99.9	0.9839880461399984
GCF_014131755.1	GCF_016103195.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAEDZY010000008.1_rrna_47	99.9	0.9998977594879117
GCF_014131755.1	GCF_016103195.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAEDZY010000008.1_rrna_54	99.9	0.9998977594879117
GCF_014131755.1	GCF_016103195.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAEDZY010000010.1_rrna_71	99.9	0.9998977594879117
