query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_000148585.2	GCF_003942985.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_RMVL01000022.1_rrna_47	100.0	0.883332870542164
GCF_000148585.2	GCF_000724165.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_JPGW01000008.1_rrna_2	100.0	0.9603043834163033
GCF_000148585.2	GCF_002014755.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_MUYN01000010.1_rrna_39	100.0	0.9998998849488656
GCF_000148585.2	GCF_003942575.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_RJNH01000023.1_rrna_44	100.0	0.9440690683099175
GCF_000148585.2	GCF_009730515.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_CP046335.1_rrna_1	100.0	0.9999406061702163
GCF_000148585.2	GCF_900459425.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_UHFS01000003.1_rrna_16	100.0	0.9999174140253363
GCF_000148585.2	GCF_001070375.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_JVYJ01000065.1_rrna_8	99.9	0.9568811430706464
GCF_000148585.2	GCF_002096835.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_NCVG01000012.1_rrna_29	99.9	0.9451495320316228
GCF_000148585.2	GCF_001579665.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_LQZD01000472.1_rrna_24	99.9	0.9395779625610197
GCF_000148585.2	GCF_003942775.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_RJNX01000014.1_rrna_53	99.9	0.9467466703662597
GCF_000148585.2	GCF_003943915.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_RJNT01000023.1_rrna_55	99.9	0.9467990663970042
GCF_000148585.2	GCF_003942945.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_RJOE01000028.1_rrna_54	99.9	0.8848595393149612
GCF_000148585.2	GCF_003944205.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_RJPH01000028.1_rrna_43	99.9	0.8834574573424631
GCF_000148585.2	GCF_001810785.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_KV802682.1_rrna_9	99.9	0.9488616008668703
GCF_000148585.2	GCF_000724165.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_JPGW01000010.1_rrna_31	99.9	0.9603043834163033
GCF_000148585.2	GCF_001070035.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_JWFA01000073.1_rrna_30	99.9	0.9553643801592082
GCF_000148585.2	GCF_001070705.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_JVRN01000014.1_rrna_19	99.9	0.955577716164155
GCF_000148585.2	GCF_002096855.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_NCVH01000023.1_rrna_22	99.9	0.9480002940409225
GCF_000148585.2	GCF_001070805.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_JVNG01000029.1_rrna_41	99.9	0.9434742403329004
GCF_000148585.2	GCF_001072115.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_JVMU01000074.1_rrna_53	99.9	0.9435918911771444
GCF_000148585.2	GCF_001072665.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_JVJI01000137.1_rrna_31	99.9	0.9435098482291807
GCF_000148585.2	GCF_001808665.1	lcl|NZ_CP028414.1_rrna_2	lcl|NZ_KV794154.1_rrna_12	99.9	0.9426031675324827
