query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_002865995.1	GCF_001372475.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELJ01000012.1_rrna_46	100.0	0.987635503727841
GCF_002865995.1	GCF_001372735.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNR01000035.1_rrna_67	100.0	0.9867423522794446
GCF_002865995.1	GCF_001372795.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNX01000033.1_rrna_86	100.0	0.9886852116134535
GCF_002865995.1	GCF_009753765.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_WQMV01000221.1_rrna_61	100.0	0.9879437868889077
GCF_002865995.1	GCF_009753815.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_WQMU01000245.1_rrna_64	100.0	0.9884979501002636
GCF_002865995.1	GCF_011039255.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JAAKGA010000074.1_rrna_101	100.0	0.9864594916006403
GCF_002865995.1	GCF_001372275.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELC01000025.1_rrna_78	99.9	0.9861900356608375
GCF_002865995.1	GCF_001372375.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELE01000026.1_rrna_70	99.9	0.9871227225337902
GCF_002865995.1	GCF_001372435.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELB01000029.1_rrna_98	99.9	0.9874531833448018
GCF_002865995.1	GCF_001372755.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNV01000023.1_rrna_75	99.9	0.9873571283855569
GCF_002865995.1	GCF_001372895.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNW01000024.1_rrna_77	99.9	0.9873535336187317
GCF_002865995.1	GCF_001372915.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNQ01000026.1_rrna_87	99.9	0.987262595636644
GCF_002865995.1	GCF_001372935.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNM01000035.1_rrna_81	99.9	0.9806250247121968
GCF_002865995.1	GCF_001373055.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNL01000011.1_rrna_37	99.9	0.9880608757028543
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_53	99.9	0.9874634686051407
GCF_002865995.1	GCF_003465925.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_QSBE01000006.1_rrna_30	99.9	0.9900488287285988
GCF_002865995.1	GCF_902363855.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CABJBQ010000006.1_rrna_9	99.9	0.9900488287285988
GCF_002865995.1	GCF_001372615.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELA01000018.1_rrna_86	99.9	0.9831966357925455
GCF_002865995.1	GCF_015553525.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JADNGS010000027.1_rrna_36	99.9	0.9826443032128351
GCF_002865995.1	GCF_900000185.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDLJ01000013.1_rrna_41	99.9	0.9827761441346076
GCF_002865995.1	GCF_001372395.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CEMY01000035.1_rrna_75	99.9	0.9702230691654867
GCF_002865995.1	GCF_001372455.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELG01000028.1_rrna_92	99.9	0.9704315655239099
GCF_002865995.1	GCF_001372575.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELF01000026.1_rrna_85	99.9	0.9863678782684928
GCF_002865995.1	GCF_001372635.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELD01000042.1_rrna_76	99.9	0.9861048397284758
GCF_002865995.1	GCF_001372675.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNU01000027.1_rrna_110	99.9	0.9827685021437872
GCF_002865995.1	GCF_001372695.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNN01000032.1_rrna_84	99.9	0.9829179024834188
GCF_002865995.1	GCF_001372815.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNO01000029.1_rrna_103	99.9	0.98778915047978
GCF_002865995.1	GCF_001372835.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNK01000027.1_rrna_101	99.9	0.9877900258799043
GCF_002865995.1	GCF_001372855.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNE01000026.1_rrna_95	99.9	0.9876334986706852
GCF_002865995.1	GCF_001372995.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNS01000014.1_rrna_71	99.9	0.9872463393513256
GCF_002865995.1	GCF_001373015.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNY01000005.1_rrna_13	99.9	0.9869327555802869
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_1	99.9	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_6	99.9	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_108	99.9	0.9874634686051407
GCF_002865995.1	GCF_009678765.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_WKNH01000004.1_rrna_86	99.9	0.9864845598838349
GCF_002865995.1	GCF_900000195.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDLK01000006.1_rrna_5	99.9	0.9875651134413963
GCF_002865995.1	GCF_009677555.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_WKNG01000295.1_rrna_24	99.9	0.9876981806937503
GCF_002865995.1	GCF_001372355.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CEKW01000015.1_rrna_70	99.9	0.9704859987568201
GCF_002865995.1	GCF_015552265.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JADNEL010000053.1_rrna_6	99.8	0.8711246926581364
GCF_002865995.1	GCF_009670015.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_NYKQ01000161.1_rrna_77	99.8	0.9991224221149627
GCF_002865995.1	GCF_001372295.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CEKV01000020.1_rrna_86	99.8	0.987927803783749
GCF_002865995.1	GCF_001372415.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CEKZ01000002.1_rrna_3	99.8	0.9693244957110988
GCF_002865995.1	GCF_001372715.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNI01000022.1_rrna_111	99.8	0.9694115807903952
GCF_002865995.1	GCF_001372875.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNF01000033.1_rrna_66	99.8	0.9702026304001788
GCF_002865995.1	GCF_001372975.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNP01000030.1_rrna_89	99.8	0.9878127153558981
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_56	99.8	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_59	99.8	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_64	99.8	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_80	99.8	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_92	99.8	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_113	99.8	0.9874634686051407
GCF_002865995.1	GCF_009019945.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_WCUZ01000131.1_rrna_3	99.7	0.9867791842475386
GCF_002865995.1	GCF_001372315.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CEKY01000026.1_rrna_85	99.7	0.9754134469242962
GCF_002865995.1	GCF_001372335.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CEMX01000019.1_rrna_97	99.7	0.9873382384517119
GCF_002865995.1	GCF_001372535.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELI01000022.1_rrna_60	99.7	0.9876688613004332
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_85	99.7	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_89	99.7	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_117	99.7	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_126	99.7	0.9874634686051407
GCF_002865995.1	GCF_001950115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_BDJI01000002.1_rrna_153	99.7	0.9874634686051407
GCF_002865995.1	GCF_014306135.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JACRWD010000026.1_rrna_80	99.7	0.8714934271971408
GCF_002865995.1	GCF_001372595.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CEKX01000004.1_rrna_17	99.7	0.9870248223069347
GCF_002865995.1	GCF_001372655.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNJ01000010.1_rrna_25	99.7	0.982798351452378
GCF_002865995.1	GCF_015668335.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JADPFG010000203.1_rrna_29	99.6	0.8725720955827931
GCF_002865995.1	GCF_001372555.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CENA01000017.1_rrna_33	99.6	0.9873825919286224
GCF_002865995.1	GCF_001372955.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDPO01000022.1_rrna_73	99.6	0.982727514045975
GCF_002865995.1	GCF_001372775.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CDNH01000026.1_rrna_64	99.2	0.9870610247245092
GCF_002865995.1	GCF_001372515.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CELK01000037.1_rrna_11	98.8	0.9878352505451047
GCF_002865995.1	GCF_002104065.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_MWJI01000024.1_rrna_22	98.7	0.8534815701629
GCF_002865995.1	GCF_015551995.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JADNDS010000026.1_rrna_44	98.7	0.8538710256870846
GCF_002865995.1	GCF_012922555.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_WIPK01000048.1_rrna_29	98.7	0.8530984304396818
GCF_002865995.1	GCF_003585605.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_NOLL01000039.1_rrna_55	98.7	0.8537927737353461
GCF_002865995.1	GCF_013401615.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JACBJE010000032.1_rrna_94	98.7	0.9724689165186501
GCF_002865995.1	GCF_015553545.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JADNPU010000022.1_rrna_37	98.6	0.8524612359415161
GCF_002865995.1	GCF_900205955.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_OAOI01000013.1_rrna_96	98.6	0.8567750170724949
GCF_002865995.1	GCF_000764005.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JQHY01000034.1_rrna_45	98.6	0.8539543802857202
GCF_002865995.1	GCF_006382045.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_QFRR01000864.1_rrna_55	98.6	0.9834766862833861
GCF_002865995.1	GCF_014385355.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JACRTN010000043.1_rrna_88	98.6	0.8708919024925853
GCF_002865995.1	GCF_006802875.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_QZNC01000034.1_rrna_3	98.5	0.8533794610131284
GCF_002865995.1	GCF_015668515.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JADPFO010000034.1_rrna_41	98.5	0.8711732811300441
GCF_002865995.1	GCF_006782905.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_RAHB01000002.1_rrna_61	98.4	0.8562174257451111
GCF_002865995.1	GCF_008807835.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CP032452.1_rrna_13	98.4	0.8565604342099513
GCF_002865995.1	GCF_004804115.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_RAZQ01000085.1_rrna_100	98.3	0.9821581501570082
GCF_002865995.1	GCF_006782905.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_RAHB01000001.1_rrna_31	98.3	0.8562174257451111
GCF_002865995.1	GCF_008807835.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CP032452.1_rrna_32	98.3	0.8565604342099513
GCF_002865995.1	GCF_008807835.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CP032452.1_rrna_76	98.3	0.8565604342099513
GCF_002865995.1	GCF_012843415.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JABAFD010000007.1_rrna_31	98.3	0.8536104920123919
GCF_002865995.1	GCF_015668845.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_JADPGU010000012.1_rrna_2	98.3	0.8531049035511888
GCF_002865995.1	GCF_902362415.1	lcl|NZ_CP014150.1_rrna_1	lcl|NZ_CABIWO010000002.1_rrna_14	98.3	0.8536824625406331
