query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_900186885.1	GCF_016127175.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP065990.1_rrna_64	100.0	0.9999665445853806
GCF_900186885.1	GCF_000024945.1	lcl|NZ_LT906445.1_rrna_1	lcl|NC_013520.1_rrna_1	100.0	0.9999990619752924
GCF_900186885.1	GCF_016127175.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP065990.1_rrna_47	99.9	0.9999665445853806
GCF_900186885.1	GCF_000024945.1	lcl|NZ_LT906445.1_rrna_1	lcl|NC_013520.1_rrna_18	99.9	0.9999990619752924
GCF_900186885.1	GCF_016127175.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP065990.1_rrna_52	99.6	0.9999665445853806
GCF_900186885.1	GCF_000024945.1	lcl|NZ_LT906445.1_rrna_1	lcl|NC_013520.1_rrna_13	99.6	0.9999990619752924
GCF_900186885.1	GCF_016127175.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP065990.1_rrna_24	99.6	0.9999665445853806
GCF_900186885.1	GCF_000024945.1	lcl|NZ_LT906445.1_rrna_1	lcl|NC_013520.1_rrna_41	99.6	0.9999990619752924
GCF_900186885.1	GCF_000163735.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_GG770219.1_rrna_5	99.5	0.9536130940023113
GCF_900186885.1	GCF_902374055.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CABKOT010000006.1_rrna_5	99.5	0.9536130940023113
GCF_900186885.1	GCF_001078375.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_BBXI01000047.1_rrna_70	99.4	0.8685048293771926
GCF_900186885.1	GCF_002005185.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP019721.1_rrna_31	99.4	0.9539669837667507
GCF_900186885.1	GCF_002005185.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP019721.1_rrna_43	99.4	0.9539669837667507
GCF_900186885.1	GCF_900637515.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_LR134375.1_rrna_36	99.4	0.8771644688346292
GCF_900186885.1	GCF_003603295.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_QTMT01000010.1_rrna_17	99.4	0.9513196241783516
GCF_900186885.1	GCF_002847925.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_PKHW01000010.1_rrna_14	99.3	0.9561437952156966
GCF_900186885.1	GCF_002959875.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_PPDC01000011.1_rrna_5	99.3	0.8755510210387103
GCF_900186885.1	GCF_000177435.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_ADFU01000009.1_rrna_48	99.3	0.9539504891242042
GCF_900186885.1	GCF_000215025.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_AEXI01000017.1_rrna_11	99.3	0.9550382671851455
GCF_900186885.1	GCF_009710775.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_WMKL01000013.1_rrna_1	99.2	0.9530930974908842
GCF_900186885.1	GCF_015554925.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_JADNJL010000013.1_rrna_3	99.2	0.9571047703943667
GCF_900186885.1	GCF_900637515.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_LR134375.1_rrna_41	99.2	0.8771644688346292
GCF_900186885.1	GCF_002959755.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_PPCW01000004.1_rrna_52	99.2	0.8750753052561242
GCF_900186885.1	GCF_013393365.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_AP022321.1_rrna_1	99.2	0.8767671802028243
GCF_900186885.1	GCF_002005185.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP019721.1_rrna_7	99.2	0.9539669837667507
GCF_900186885.1	GCF_000160015.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_GG667604.1_rrna_42	99.2	0.8766990284805686
GCF_900186885.1	GCF_002959855.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_PPDB01000006.1_rrna_47	99.2	0.85459388771809
GCF_900186885.1	GCF_009710745.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_WMKM01000035.1_rrna_18	99.2	0.9529812129525692
GCF_900186885.1	GCF_009710845.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_WMKP01000002.1_rrna_25	99.2	0.875898489652595
GCF_900186885.1	GCF_015547025.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_JADMUI010000006.1_rrna_37	99.2	0.8756141894709265
GCF_900186885.1	GCF_002959895.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_PPDD01000011.1_rrna_7	99.2	0.8751201313814891
