query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani
GCF_005706655.1	GCF_001580095.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_KQ971023.1_rrna_9	100.0	0.9998690147106261
GCF_005706655.1	GCF_001580105.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_KQ970971.1_rrna_9	100.0	0.9998690147106261
GCF_005706655.1	GCF_001997325.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_MTGH01000017.1_rrna_14	100.0	0.9998653015961856
GCF_005706655.1	GCF_002810995.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_PDCU01000021.1_rrna_67	100.0	0.9997190820839078
GCF_005706655.1	GCF_007896745.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_VOIS01000025.1_rrna_30	100.0	0.9932670101694976
GCF_005706655.1	GCF_009025705.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_WCIE01000028.1_rrna_36	100.0	0.9932457514689492
GCF_005706655.1	GCF_015669435.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_JADPAE010000044.1_rrna_44	100.0	0.9925601224913498
GCF_005706655.1	GCF_016623685.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_JAEKFZ010000001.1_rrna_21	100.0	0.9999440292702252
GCF_005706655.1	GCF_009874825.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_WWQG01000087.1_rrna_1	100.0	0.9862150809820147
GCF_005706655.1	GCF_900445515.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_UFTH01000002.1_rrna_2	100.0	0.9999728921240166
GCF_005706655.1	GCF_000599105.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_JGDI01000318.1_rrna_40	100.0	0.9928437922251568
GCF_005706655.1	GCF_003438775.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_QSTV01000006.1_rrna_58	99.9	0.9923022984820061
GCF_005706655.1	GCF_003438895.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_QSUD01000006.1_rrna_57	99.9	0.9922352908387138
GCF_005706655.1	GCF_003458955.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_QRTT01000014.1_rrna_33	99.9	0.9941274051507373
GCF_005706655.1	GCF_003469705.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_QSLE01000009.1_rrna_62	99.9	0.9927040725668773
GCF_005706655.1	GCF_902374115.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_CABKOU010000003.1_rrna_55	99.9	0.9930206252014906
GCF_005706655.1	GCF_000599125.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_JGDJ01000250.1_rrna_78	99.9	0.99242488443542
GCF_005706655.1	GCF_000944095.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_CDQM01000911.1_rrna_63	99.9	0.9936060585094703
GCF_005706655.1	GCF_000965785.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_CP011073.1_rrna_90	99.9	0.9928693988705671
GCF_005706655.1	GCF_001682215.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_CP012706.1_rrna_37	99.9	0.9952463814207447
GCF_005706655.1	GCF_009025695.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_WCIJ01000024.1_rrna_29	99.9	0.9932576999941646
GCF_005706655.1	GCF_015553495.1	lcl|NZ_CP036555.1_rrna_5	lcl|NZ_JADNGU010000035.1_rrna_34	99.9	0.9932591376790406
